file_id,file_path,directory,file_type,size_bytes,analyzed,summary,issues_found,importance,status
1486,dix_desktop\src-tauri\crates\storage\src\feedback.rs,dix_desktop\src-tauri\crates\storage\src,.rs,7810,no,,,,pending
1487,dix_desktop\src-tauri\crates\storage\src\lib.rs,dix_desktop\src-tauri\crates\storage\src,.rs,583,no,,,,pending
1488,dix_desktop\src-tauri\crates\storage\src\rag\chunker.rs,dix_desktop\src-tauri\crates\storage\src\rag,.rs,2753,no,,,,pending
1489,dix_desktop\src-tauri\crates\storage\src\rag\index.rs,dix_desktop\src-tauri\crates\storage\src\rag,.rs,4964,no,,,,pending
1490,dix_desktop\src-tauri\crates\storage\src\rag\mod.rs,dix_desktop\src-tauri\crates\storage\src\rag,.rs,7094,no,,,,pending
1491,dix_desktop\src-tauri\crates\storage\src\rag\schema.rs,dix_desktop\src-tauri\crates\storage\src\rag,.rs,1727,no,,,,pending
1492,dix_desktop\src-tauri\crates\storage\src\rag\search.rs,dix_desktop\src-tauri\crates\storage\src\rag,.rs,1866,no,,,,pending
1493,dix_desktop\src-tauri\crates\voice\Cargo.toml,dix_desktop\src-tauri\crates\voice,.toml,949,no,,,,pending
1494,dix_desktop\src-tauri\crates\voice\src\deepgram.rs,dix_desktop\src-tauri\crates\voice\src,.rs,5401,no,,,,pending
1495,dix_desktop\src-tauri\crates\voice\src\faster_whisper.rs,dix_desktop\src-tauri\crates\voice\src,.rs,5733,no,,,,pending
1496,dix_desktop\src-tauri\crates\voice\src\lib.rs,dix_desktop\src-tauri\crates\voice\src,.rs,357,no,,,,pending
1497,dix_desktop\src-tauri\crates\voice\src\sovits.rs,dix_desktop\src-tauri\crates\voice\src,.rs,4257,no,,,,pending
1498,dix_desktop\src-tauri\crates\voice\src\stt.rs,dix_desktop\src-tauri\crates\voice\src,.rs,10455,no,,,,pending
1499,dix_desktop\src-tauri\crates\voice\src\tts.rs,dix_desktop\src-tauri\crates\voice\src,.rs,12189,no,,,,pending
1500,dix_desktop\src-tauri\crates\voice\src\whisper.rs,dix_desktop\src-tauri\crates\voice\src,.rs,1695,no,,,,pending
1501,dix_desktop\src-tauri\crates\voice\src\openrouter\mod.rs,dix_desktop\src-tauri\crates\voice\src\openrouter,.rs,1627,no,,,,pending
1502,dix_desktop\src-tauri\crates\voice\src\openrouter\stt.rs,dix_desktop\src-tauri\crates\voice\src\openrouter,.rs,2979,no,,,,pending
1503,dix_desktop\src-tauri\crates\voice\src\openrouter\tts.rs,dix_desktop\src-tauri\crates\voice\src\openrouter,.rs,11705,no,,,,pending
1504,dix_desktop\src-tauri\crates\voice\src\openrouter\wav.rs,dix_desktop\src-tauri\crates\voice\src\openrouter,.rs,3900,no,,,,pending
1505,dix_desktop\src-tauri\crates\weather\Cargo.toml,dix_desktop\src-tauri\crates\weather,.toml,307,no,,,,pending
1506,dix_desktop\src-tauri\crates\weather\src\extract.rs,dix_desktop\src-tauri\crates\weather\src,.rs,4438,no,,,,pending
1507,dix_desktop\src-tauri\crates\weather\src\geocode.rs,dix_desktop\src-tauri\crates\weather\src,.rs,2935,no,,,,pending
1508,dix_desktop\src-tauri\crates\weather\src\ip.rs,dix_desktop\src-tauri\crates\weather\src,.rs,2925,no,,,,pending
1509,dix_desktop\src-tauri\crates\weather\src\lib.rs,dix_desktop\src-tauri\crates\weather\src,.rs,5621,no,,,,pending
1510,dix_desktop\src-tauri\crates\weather\src\openmeteo.rs,dix_desktop\src-tauri\crates\weather\src,.rs,3222,no,,,,pending
1511,dix_desktop\src-tauri\crates\weather\src\openweathermap.rs,dix_desktop\src-tauri\crates\weather\src,.rs,2654,no,,,,pending
1512,dix_desktop\src-tauri\gen\schemas\acl-manifests.json,dix_desktop\src-tauri\gen\schemas,.json,81816,no,,,,pending
1513,dix_desktop\src-tauri\gen\schemas\capabilities.json,dix_desktop\src-tauri\gen\schemas,.json,469,no,,,,pending
1514,dix_desktop\src-tauri\gen\schemas\desktop-schema.json,dix_desktop\src-tauri\gen\schemas,.json,150260,no,,,,pending
1515,dix_desktop\src-tauri\gen\schemas\windows-schema.json,dix_desktop\src-tauri\gen\schemas,.json,150260,no,,,,pending
1516,dix_desktop\src-tauri\src\coach.rs,dix_desktop\src-tauri\src,.rs,9866,no,,,,pending
1517,dix_desktop\src-tauri\src\desktop_cmds.rs,dix_desktop\src-tauri\src,.rs,7273,no,,,,pending
1518,dix_desktop\src-tauri\src\feedback.rs,dix_desktop\src-tauri\src,.rs,5966,no,,,,pending
1519,dix_desktop\src-tauri\src\imagegen.rs,dix_desktop\src-tauri\src,.rs,6718,no,,,,pending
1520,dix_desktop\src-tauri\src\intent.rs,dix_desktop\src-tauri\src,.rs,4122,no,,,,pending
1521,dix_desktop\src-tauri\src\lib.rs,dix_desktop\src-tauri\src,.rs,10283,no,,,,pending
1522,dix_desktop\src-tauri\src\local_classifier.rs,dix_desktop\src-tauri\src,.rs,2640,no,,,,pending
1523,dix_desktop\src-tauri\src\main.rs,dix_desktop\src-tauri\src,.rs,107,no,,,,pending
1524,dix_desktop\src-tauri\src\models.rs,dix_desktop\src-tauri\src,.rs,12969,no,,,,pending
1525,dix_desktop\src-tauri\src\proactive.rs,dix_desktop\src-tauri\src,.rs,8365,no,,,,pending
1526,dix_desktop\src-tauri\src\react.rs,dix_desktop\src-tauri\src,.rs,13215,no,,,,pending
1527,dix_desktop\src-tauri\src\shortcuts.rs,dix_desktop\src-tauri\src,.rs,1365,no,,,,pending
1528,dix_desktop\src-tauri\src\startup.rs,dix_desktop\src-tauri\src,.rs,3264,no,,,,pending
1529,dix_desktop\src-tauri\src\sysctx.rs,dix_desktop\src-tauri\src,.rs,5630,no,,,,pending
1530,dix_desktop\src-tauri\src\tools.rs,dix_desktop\src-tauri\src,.rs,8782,no,,,,pending
1531,dix_desktop\src-tauri\src\tray.rs,dix_desktop\src-tauri\src,.rs,2255,no,,,,pending
1532,dix_desktop\src-tauri\src\weather.rs,dix_desktop\src-tauri\src,.rs,1715,no,,,,pending
1533,dix_desktop\src-tauri\src\chat\engines.rs,dix_desktop\src-tauri\src\chat,.rs,4519,no,,,,pending
1534,dix_desktop\src-tauri\src\chat\events.rs,dix_desktop\src-tauri\src\chat,.rs,554,no,,,,pending
1535,dix_desktop\src-tauri\src\chat\mod.rs,dix_desktop\src-tauri\src\chat,.rs,4430,no,,,,pending
1536,dix_desktop\src-tauri\src\chat\prompts.rs,dix_desktop\src-tauri\src\chat,.rs,4219,no,,,,pending
1537,dix_desktop\src-tauri\src\chat\rag.rs,dix_desktop\src-tauri\src\chat,.rs,1480,no,,,,pending
1538,dix_desktop\src-tauri\src\chat\runner.rs,dix_desktop\src-tauri\src\chat,.rs,12492,no,,,,pending
1539,dix_desktop\src-tauri\src\chat\skill_picker.rs,dix_desktop\src-tauri\src\chat,.rs,4510,no,,,,pending
1540,dix_desktop\src-tauri\src\chat\speak.rs,dix_desktop\src-tauri\src\chat,.rs,5052,no,,,,pending
1541,dix_desktop\src-tauri\src\chat\tool_loop.rs,dix_desktop\src-tauri\src\chat,.rs,4880,no,,,,pending
1542,dix_desktop\src-tauri\src\chat\vision.rs,dix_desktop\src-tauri\src\chat,.rs,3960,no,,,,pending
1543,dix_desktop\src-tauri\src\commands\agent.rs,dix_desktop\src-tauri\src\commands,.rs,689,no,,,,pending
1544,dix_desktop\src-tauri\src\commands\avatar.rs,dix_desktop\src-tauri\src\commands,.rs,760,no,,,,pending
1545,dix_desktop\src-tauri\src\commands\chat.rs,dix_desktop\src-tauri\src\commands,.rs,806,no,,,,pending
1546,dix_desktop\src-tauri\src\commands\feedback.rs,dix_desktop\src-tauri\src\commands,.rs,1889,no,,,,pending
1547,dix_desktop\src-tauri\src\commands\game_coach.rs,dix_desktop\src-tauri\src\commands,.rs,685,no,,,,pending
1548,dix_desktop\src-tauri\src\commands\imagegen.rs,dix_desktop\src-tauri\src\commands,.rs,3318,no,,,,pending
1549,dix_desktop\src-tauri\src\commands\intent.rs,dix_desktop\src-tauri\src\commands,.rs,1793,no,,,,pending
1550,dix_desktop\src-tauri\src\commands\mod.rs,dix_desktop\src-tauri\src\commands,.rs,5242,no,,,,pending
1551,dix_desktop\src-tauri\src\commands\models.rs,dix_desktop\src-tauri\src\commands,.rs,4001,no,,,,pending
1552,dix_desktop\src-tauri\src\commands\rag.rs,dix_desktop\src-tauri\src\commands,.rs,1556,no,,,,pending
1553,dix_desktop\src-tauri\src\commands\relationship.rs,dix_desktop\src-tauri\src\commands,.rs,1684,no,,,,pending
1554,dix_desktop\src-tauri\src\commands\routing.rs,dix_desktop\src-tauri\src\commands,.rs,3496,no,,,,pending
1555,dix_desktop\src-tauri\src\commands\stt.rs,dix_desktop\src-tauri\src\commands,.rs,7400,no,,,,pending
1556,dix_desktop\src-tauri\src\commands\system.rs,dix_desktop\src-tauri\src\commands,.rs,761,no,,,,pending
1557,dix_desktop\src-tauri\src\commands\training.rs,dix_desktop\src-tauri\src\commands,.rs,1162,no,,,,pending
1558,dix_desktop\src-tauri\src\commands\tts.rs,dix_desktop\src-tauri\src\commands,.rs,11055,no,,,,pending
1559,dix_desktop\src-tauri\src\commands\util.rs,dix_desktop\src-tauri\src\commands,.rs,371,no,,,,pending
1560,dix_desktop\src-tauri\src\commands\vision.rs,dix_desktop\src-tauri\src\commands,.rs,6899,no,,,,pending
1561,dix_desktop\src-tauri\src\commands\weather.rs,dix_desktop\src-tauri\src\commands,.rs,1446,no,,,,pending
1562,dix_desktop\src-tauri\src\relationship\intro.rs,dix_desktop\src-tauri\src\relationship,.rs,1781,no,,,,pending
1563,dix_desktop\src-tauri\src\relationship\mod.rs,dix_desktop\src-tauri\src\relationship,.rs,4277,no,,,,pending
1564,dix_desktop\src-tauri\src\relationship\prompts.rs,dix_desktop\src-tauri\src\relationship,.rs,4724,no,,,,pending
1565,dix_desktop\src-tauri\src\relationship\scoring.rs,dix_desktop\src-tauri\src\relationship,.rs,3483,no,,,,pending
1566,dix_desktop\src-tauri\src\relationship\stage.rs,dix_desktop\src-tauri\src\relationship,.rs,2790,no,,,,pending
1567,dix_desktop\src-tauri\src\relationship\state.rs,dix_desktop\src-tauri\src\relationship,.rs,2781,no,,,,pending
1568,dix_desktop\src-tauri\src\settings\agent.rs,dix_desktop\src-tauri\src\settings,.rs,1678,no,,,,pending
1569,dix_desktop\src-tauri\src\settings\api_keys.rs,dix_desktop\src-tauri\src\settings,.rs,1436,no,,,,pending
1570,dix_desktop\src-tauri\src\settings\avatar.rs,dix_desktop\src-tauri\src\settings,.rs,2135,no,,,,pending
1571,dix_desktop\src-tauri\src\settings\defaults.rs,dix_desktop\src-tauri\src\settings,.rs,1581,no,,,,pending
1572,dix_desktop\src-tauri\src\settings\game_coach.rs,dix_desktop\src-tauri\src\settings,.rs,1865,no,,,,pending
1573,dix_desktop\src-tauri\src\settings\imagegen.rs,dix_desktop\src-tauri\src\settings,.rs,4284,no,,,,pending
1574,dix_desktop\src-tauri\src\settings\mod.rs,dix_desktop\src-tauri\src\settings,.rs,16501,no,,,,pending
1575,dix_desktop\src-tauri\src\settings\routing.rs,dix_desktop\src-tauri\src\settings,.rs,5147,no,,,,pending
1576,dix_desktop\src-tauri\src\settings\store.rs,dix_desktop\src-tauri\src\settings,.rs,3640,no,,,,pending
1577,dix_desktop\src-tauri\src\settings\telemetry.rs,dix_desktop\src-tauri\src\settings,.rs,3113,no,,,,pending
1578,dix_desktop\src-tauri\src\settings\training.rs,dix_desktop\src-tauri\src\settings,.rs,2254,no,,,,pending
1579,dix_desktop\src-tauri\src\settings\tts.rs,dix_desktop\src-tauri\src\settings,.rs,7374,no,,,,pending
1580,dix_desktop\src-tauri\src\settings\user.rs,dix_desktop\src-tauri\src\settings,.rs,3971,no,,,,pending
1581,dix_desktop\src-tauri\src\settings\voice.rs,dix_desktop\src-tauri\src\settings,.rs,5903,no,,,,pending
1582,dix_desktop\src-tauri\src\settings\weather.rs,dix_desktop\src-tauri\src\settings,.rs,2538,no,,,,pending
1583,dix_desktop\workflows\ci.yml,dix_desktop\workflows,.yml,2472,no,,,,pending
1584,dix_desktop\workflows\release.yml,dix_desktop\workflows,.yml,10591,no,,,,pending
1585,docs\AI_PROVIDERS_GUIDE.md,docs,.md,11758,no,,,,pending
1586,docs\ARCHITECTURE_V42_2_TIER0.md,docs,.md,20473,no,,,,pending
1587,docs\autohedge_role_mapping.md,docs,.md,5000,no,,,,pending
1588,docs\BUILD_DIRECTIVE_LINT_MAPPING.md,docs,.md,1503,no,,,,pending
1589,docs\build_status.md,docs,.md,8001,no,,,,pending
1590,docs\build_tier_completion.md,docs,.md,1415,no,,,,pending
1591,docs\canonical_pipeline.md,docs,.md,6773,no,,,,pending
1592,docs\canonical_system_manifest.md,docs,.md,10274,no,,,,pending
1593,docs\CAUSAL_CONTRACT.md,docs,.md,15224,no,,,,pending
1594,docs\CLOUD.md,docs,.md,6174,no,,,,pending
1595,docs\COGNITIVE_OS.md,docs,.md,8725,no,,,,pending
1596,docs\COMPREHENSIVE_DATA_SOURCES.md,docs,.md,13998,no,,,,pending
1597,docs\CONVERGENCE_IMPLEMENTATION_PLAN.md,docs,.md,13236,no,,,,pending
1598,docs\coverage_report.md,docs,.md,4388,no,,,,pending
1599,docs\cross_domain_audit_v42.2.md,docs,.md,2142,no,,,,pending
1600,docs\dashboard_2026_wave03_cognitive_plan.md,docs,.md,8336,no,,,,pending
1601,docs\DATA_SOURCES_IMPLEMENTATION_COMPLETE.md,docs,.md,15696,no,,,,pending
1602,docs\dependency_roadmap.md,docs,.md,7109,no,,,,pending
1603,docs\DEX_AND_BOT_ADAPTER_ROADMAP.md,docs,.md,8992,no,,,,pending
1604,docs\directory_tree.md,docs,.md,140126,no,,,,pending
1605,docs\DIX_VISION_v42_2_COMPILED.md,docs,.md,6392,no,,,,pending
1606,docs\DYON_SYSTEM_ENGINEERING_EXPANSION.md,docs,.md,17293,no,,,,pending
1607,docs\enforcement_matrix.md,docs,.md,6685,no,,,,pending
1608,docs\executive_summary.md,docs,.md,9873,no,,,,pending
1609,docs\GDELT_INTEGRATION.md,docs,.md,10349,no,,,,pending
1610,docs\GOVERNANCE_FULL_OVERSIGHT.md,docs,.md,32929,no,,,,pending
1611,docs\INDIRA_WEB_AUTOLEARN_SPEC.md,docs,.md,13772,no,,,,pending
1612,docs\INSTALL.md,docs,.md,5338,no,,,,pending
1613,docs\INTERNATIONAL_SOCIAL_PLATFORMS.md,docs,.md,19513,no,,,,pending
1614,docs\invariants_dixvision_v42.2.md,docs,.md,8403,no,,,,pending
1615,docs\lava_event_driven_patterns.md,docs,.md,5681,no,,,,pending
1616,docs\lob_implementation_decision.md,docs,.md,1850,no,,,,pending
1617,docs\manifest_v3.1_delta.md,docs,.md,26830,no,,,,pending
1618,docs\manifest_v3.2_delta.md,docs,.md,25637,no,,,,pending
1619,docs\manifest_v3.3_delta.md,docs,.md,24434,no,,,,pending
1620,docs\manifest_v3.4_delta.md,docs,.md,6451,no,,,,pending
1621,docs\manifest_v3.5.1_delta.md,docs,.md,5457,no,,,,pending
1622,docs\manifest_v3.5.2_delta.md,docs,.md,6270,no,,,,pending
1623,docs\manifest_v3.5.3_delta.md,docs,.md,4743,no,,,,pending
1624,docs\manifest_v3.5.4_delta.md,docs,.md,5650,no,,,,pending
1625,docs\manifest_v3.5.5_delta.md,docs,.md,3823,no,,,,pending
1626,docs\manifest_v3.5_delta.md,docs,.md,6117,no,,,,pending
1627,docs\manifest_v3.6.0_delta.md,docs,.md,4850,no,,,,pending
1628,docs\manifest_v3.6.1_delta.md,docs,.md,4923,no,,,,pending
1629,docs\manifest_v3.6.2_delta.md,docs,.md,5276,no,,,,pending
1630,docs\manifest_v3.6.3_delta.md,docs,.md,6294,no,,,,pending
1631,docs\manifest_v3.6.4_delta.md,docs,.md,5529,no,,,,pending
1632,docs\manifest_v42.2_cognitive_delta.md,docs,.md,2601,no,,,,pending
1633,docs\manifest_v42.2_cognitive_expansion.md,docs,.md,9060,no,,,,pending
1634,docs\MEMECOIN_TRADING_SPEC.md,docs,.md,13331,no,,,,pending
1635,docs\MOBILE.md,docs,.md,3696,no,,,,pending
1636,docs\n8n_workflow_setup.md,docs,.md,2953,no,,,,pending
1637,docs\NEUROMORPHIC_TRIAD_SPEC.md,docs,.md,6791,no,,,,pending
1638,docs\OPTIMIZATION_PLAN.md,docs,.md,6812,no,,,,pending
1639,docs\PAPER_MODE_EXECUTION_LEARNING.md,docs,.md,7645,no,,,,pending
1640,docs\PHASE_0_ATTESTATION.md,docs,.md,8439,no,,,,pending
1641,docs\PHASE_1_PHASE_2_SOURCES.md,docs,.md,16153,no,,,,pending
1642,docs\PHASE_3_SOURCES.md,docs,.md,12843,no,,,,pending
1643,docs\PR2_SPEC.md,docs,.md,41984,no,,,,pending
1644,docs\promotion_gates.yaml,docs,.yaml,4662,no,,,,pending
1645,docs\rust_revival_schedule.yaml,docs,.yaml,2708,no,,,,pending
1646,docs\SANDBOX.md,docs,.md,3780,no,,,,pending
1647,docs\sourcegraph_dyon_usage.md,docs,.md,3640,no,,,,pending
1648,docs\stratification_changes_v42.2.md,docs,.md,1972,no,,,,pending
1649,docs\superalgos_patterns.md,docs,.md,9183,no,,,,pending
1650,docs\total_recall_index.md,docs,.md,5295,no,,,,pending
1651,docs\TOTAL_VALIDATION_SPEC.md,docs,.md,5335,no,,,,pending
1652,docs\transformer_policy_research.md,docs,.md,2266,no,,,,pending
1653,docs\TRUE_AUTONOMOUS_LEARNING.md,docs,.md,12890,no,,,,pending
1654,docs\wave_04_6_plan.md,docs,.md,11453,no,,,,pending
1655,docs\architecture\aat_async_patterns.md,docs\architecture,.md,2918,no,,,,pending
1656,docs\architecture\aeron_analysis.md,docs\architecture,.md,1999,no,,,,pending
1657,docs\architecture\disruptor_analysis.md,docs\architecture,.md,2195,no,,,,pending
1658,docs\architecture\DIXVISION_ARCHITECTURAL_INVARIANTS.md,docs\architecture,.md,4895,no,,,,pending
1659,docs\architecture\esper_cep_patterns.md,docs\architecture,.md,2318,no,,,,pending
1660,docs\architecture\rust_hot_path_reference.md,docs\architecture,.md,1956,no,,,,pending
1661,docs\archive\build_status_v3.3_stale.md,docs\archive,.md,19936,no,,,,pending
1662,docs\canonical\phase_0_status.md,docs\canonical,.md,8169,no,,,,pending
1663,docs\canonical\phase_1_status.md,docs\canonical,.md,7779,no,,,,pending
1664,docs\canonical\phase_2_status.md,docs\canonical,.md,5662,no,,,,pending
1665,docs\canonical\phase_3_status.md,docs\canonical,.md,5259,no,,,,pending
1666,docs\sensory\web_autolearn_activation.md,docs\sensory,.md,6010,no,,,,pending
1667,docs\system_audit\build_plan_stage.json,docs\system_audit,.json,2454,no,,,,pending
1668,docs\system_audit\build_plan_stage.md,docs\system_audit,.md,8303,no,,,,pending
1669,docs\system_audit\bulk_findings.json,docs\system_audit,.json,131761,no,,,,pending
1670,docs\system_audit\coverage_summary.json,docs\system_audit,.json,2116,no,,,,pending
1671,docs\system_audit\import_graph.json,docs\system_audit,.json,489782,no,,,,pending
1672,docs\system_audit\REPORT.md,docs\system_audit,.md,10991,no,,,,pending
1673,docs\system_audit\runtime_graph.json,docs\system_audit,.json,14670,no,,,,pending
1674,docs\system_audit\per_directory\core.md,docs\system_audit\per_directory,.md,2772,no,,,,pending
1675,docs\system_audit\per_directory\execution_engine.md,docs\system_audit\per_directory,.md,3253,no,,,,pending
1676,docs\system_audit\per_directory\governance_engine.md,docs\system_audit\per_directory,.md,3222,no,,,,pending
1677,docs\system_audit\per_directory\intelligence_engine.md,docs\system_audit\per_directory,.md,2984,no,,,,pending
1678,docs\system_audit\per_directory\registry_tools_tests_misc.md,docs\system_audit\per_directory,.md,3306,no,,,,pending
1679,docs\system_audit\per_directory\sensory_learning_evolution.md,docs\system_audit\per_directory,.md,3532,no,,,,pending
1680,docs\system_audit\per_directory\system_engine.md,docs\system_audit\per_directory,.md,2656,no,,,,pending
1681,docs\system_audit\per_directory\ui_dashboards.md,docs\system_audit\per_directory,.md,3502,no,,,,pending
1682,docs\system_audit\_tools\build_plan_stage.py,docs\system_audit\_tools,.py,3993,no,,,,pending
1683,docs\system_audit\_tools\build_tracking.py,docs\system_audit\_tools,.py,1861,no,,,,pending
1684,docs\system_audit\_tools\bulk_scan.py,docs\system_audit\_tools,.py,7248,no,,,,pending
1685,docs\system_audit\_tools\enumerate.py,docs\system_audit\_tools,.py,3166,no,,,,pending
1686,docs\system_audit\_tools\finalize_tracking.py,docs\system_audit\_tools,.py,3875,no,,,,pending
1687,docs\system_audit\_tools\orphan_scan.py,docs\system_audit\_tools,.py,7190,no,,,,pending
1688,docs\system_audit\_tools\registry_coverage.py,docs\system_audit\_tools,.py,2901,no,,,,pending
1689,enforcement\decorators.py,enforcement,.py,4018,no,,,,pending
1690,enforcement\hazard_guard.py,enforcement,.py,2920,no,,,,pending
1691,enforcement\kill_switch.py,enforcement,.py,1250,no,,,,pending
1692,enforcement\policy_enforcer.py,enforcement,.py,2088,no,,,,pending
1693,enforcement\resource_enforcer.py,enforcement,.py,5936,no,,,,pending
1694,enforcement\runtime_guardian.py,enforcement,.py,2966,no,,,,pending
1695,enforcement\__init__.py,enforcement,.py,2379,no,,,,pending
1696,evolution_engine\critique_loop.py,evolution_engine,.py,15524,no,,,,pending
1697,evolution_engine\distributed_analytics.py,evolution_engine,.py,4182,no,,,,pending
1698,evolution_engine\engine.py,evolution_engine,.py,2932,no,,,,pending
1699,evolution_engine\evolution_orchestrator.py,evolution_engine,.py,6882,no,,,,pending
1700,evolution_engine\experiment_tracking.py,evolution_engine,.py,23530,no,,,,pending
1701,evolution_engine\governed_pipeline.py,evolution_engine,.py,19439,no,,,,pending
1702,evolution_engine\gym_env.py,evolution_engine,.py,24644,no,,,,pending
1703,evolution_engine\jax_policy_search.py,evolution_engine,.py,6164,no,,,,pending
1704,evolution_engine\kubeflow_pipeline.py,evolution_engine,.py,6238,no,,,,pending
1705,evolution_engine\orchestrator.py,evolution_engine,.py,23277,no,,,,pending
1706,evolution_engine\pipeline.py,evolution_engine,.py,50904,no,,,,pending
1707,evolution_engine\pipeline_orchestrator.py,evolution_engine,.py,6365,no,,,,pending
1708,evolution_engine\proposals.py,evolution_engine,.py,4082,no,,,,pending
1709,evolution_engine\rllib_trainer.py,evolution_engine,.py,41061,no,,,,pending
1710,evolution_engine\runtime_wiring.py,evolution_engine,.py,3721,no,,,,pending
1711,evolution_engine\sandbox.py,evolution_engine,.py,28565,no,,,,pending
1712,evolution_engine\sandbox_elegant.py,evolution_engine,.py,47906,no,,,,pending
1713,evolution_engine\sandbox_mushroom.py,evolution_engine,.py,17587,no,,,,pending
1714,evolution_engine\sandbox_sample_factory.py,evolution_engine,.py,43586,no,,,,pending
1715,evolution_engine\sandbox_tianshou.py,evolution_engine,.py,42954,no,,,,pending
1716,evolution_engine\task_queue.py,evolution_engine,.py,5999,no,,,,pending
1717,evolution_engine\test_generator.py,evolution_engine,.py,1884,no,,,,pending
1718,evolution_engine\wandb_tracker.py,evolution_engine,.py,3791,no,,,,pending
1719,evolution_engine\__init__.py,evolution_engine,.py,474,no,,,,pending
1720,evolution_engine\advisory\dyon_suggestor.py,evolution_engine\advisory,.py,25309,no,,,,pending
1721,evolution_engine\advisory\__init__.py,evolution_engine\advisory,.py,764,no,,,,pending
1722,evolution_engine\charter\dyon.py,evolution_engine\charter,.py,10345,no,,,,pending
1723,evolution_engine\charter\dyon_observability_emitter.py,evolution_engine\charter,.py,9164,no,,,,pending
1724,evolution_engine\charter\__init__.py,evolution_engine\charter,.py,378,no,,,,pending
1725,evolution_engine\dyon\dead_code_detector.py,evolution_engine\dyon,.py,12950,no,,,,pending
1726,evolution_engine\dyon\dependency_graph.py,evolution_engine\dyon,.py,11582,no,,,,pending
1727,evolution_engine\dyon\drift_monitor.py,evolution_engine\dyon,.py,9898,no,,,,pending
1728,evolution_engine\dyon\dyon_engineering_runtime.py,evolution_engine\dyon,.py,28677,no,,,,pending
1729,evolution_engine\dyon\dyon_memory.py,evolution_engine\dyon,.py,11005,no,,,,pending
1730,evolution_engine\dyon\dyon_runtime.py,evolution_engine\dyon,.py,14517,no,,,,pending
1731,evolution_engine\dyon\patch_generator.py,evolution_engine\dyon,.py,12391,no,,,,pending
1732,evolution_engine\dyon\patch_simulator.py,evolution_engine\dyon,.py,14280,no,,,,pending
1733,evolution_engine\dyon\repo_inspector.py,evolution_engine\dyon,.py,10482,no,,,,pending
1734,evolution_engine\dyon\test_coverage_tracker.py,evolution_engine\dyon,.py,9992,no,,,,pending
1735,evolution_engine\dyon\topology_scanner.py,evolution_engine\dyon,.py,17258,no,,,,pending
1736,evolution_engine\dyon\__init__.py,evolution_engine\dyon,.py,395,no,,,,pending
1737,evolution_engine\experimental\transformer_policy.py,evolution_engine\experimental,.py,5485,no,,,,pending
1738,evolution_engine\experimental\__init__.py,evolution_engine\experimental,.py,66,no,,,,pending
1739,evolution_engine\genetic\cmaes_optimizer.py,evolution_engine\genetic,.py,47538,no,,,,pending
1740,evolution_engine\genetic\crossover.py,evolution_engine\genetic,.py,28286,no,,,,pending
1741,evolution_engine\genetic\fitness_inheritance.py,evolution_engine\genetic,.py,4285,no,,,,pending
1742,evolution_engine\genetic\mutation_operators.py,evolution_engine\genetic,.py,29893,no,,,,pending
1743,evolution_engine\genetic\strategy_chromosome.py,evolution_engine\genetic,.py,18506,no,,,,pending
1744,evolution_engine\genetic\__init__.py,evolution_engine\genetic,.py,0,no,,,,pending
1745,evolution_engine\intelligence_loops\mutation_proposer.py,evolution_engine\intelligence_loops,.py,4293,no,,,,pending
1746,evolution_engine\intelligence_loops\__init__.py,evolution_engine\intelligence_loops,.py,258,no,,,,pending
1747,evolution_engine\lifecycle\audit.py,evolution_engine\lifecycle,.py,6285,no,,,,pending
1748,evolution_engine\lifecycle\benchmark.py,evolution_engine\lifecycle,.py,3986,no,,,,pending
1749,evolution_engine\lifecycle\contracts.py,evolution_engine\lifecycle,.py,8759,no,,,,pending
1750,evolution_engine\lifecycle\coordinator.py,evolution_engine\lifecycle,.py,20382,no,,,,pending
1751,evolution_engine\lifecycle\deployment.py,evolution_engine\lifecycle,.py,8258,no,,,,pending
1752,evolution_engine\lifecycle\rollback.py,evolution_engine\lifecycle,.py,7505,no,,,,pending
1753,evolution_engine\lifecycle\sandbox.py,evolution_engine\lifecycle,.py,3874,no,,,,pending
1754,evolution_engine\lifecycle\simulation.py,evolution_engine\lifecycle,.py,5060,no,,,,pending
1755,evolution_engine\lifecycle\__init__.py,evolution_engine\lifecycle,.py,2163,no,,,,pending
1756,evolution_engine\loops\structural_loop.py,evolution_engine\loops,.py,11860,no,,,,pending
1757,evolution_engine\loops\__init__.py,evolution_engine\loops,.py,1029,no,,,,pending
1758,evolution_engine\patch_pipeline\backtest.py,evolution_engine\patch_pipeline,.py,1780,no,,,,pending
1759,evolution_engine\patch_pipeline\canary.py,evolution_engine\patch_pipeline,.py,2162,no,,,,pending
1760,evolution_engine\patch_pipeline\critique_loop.py,evolution_engine\patch_pipeline,.py,5593,no,,,,pending
1761,evolution_engine\patch_pipeline\events.py,evolution_engine\patch_pipeline,.py,9084,no,,,,pending
1762,evolution_engine\patch_pipeline\firecracker_sandbox.py,evolution_engine\patch_pipeline,.py,6008,no,,,,pending
1763,evolution_engine\patch_pipeline\gvisor_sandbox.py,evolution_engine\patch_pipeline,.py,4945,no,,,,pending
1764,evolution_engine\patch_pipeline\orchestrator.py,evolution_engine\patch_pipeline,.py,14172,no,,,,pending
1765,evolution_engine\patch_pipeline\pipeline.py,evolution_engine\patch_pipeline,.py,3363,no,,,,pending
1766,evolution_engine\patch_pipeline\rollback.py,evolution_engine\patch_pipeline,.py,1234,no,,,,pending
